isfj,i have some <type>s in my life who i love but some of the things they do and say drive me insane   often to the point where even though i love them i strongly dislike the way they behave for example   my mother is an <type> i know she loves me   but she  s suffocating me she has me wrapped up in cotton wool   and whenever i try and tell her i m capable of looking after myself   she gets very upset and tells me  she  s just showing that she cares  i appreciate that she cares   and i tell her this   but i would like her to appreciate that i ca n t be happy without my independence i may live at home   but i am a grown women          it gets worse when she  s stressed she  ll suddenly take on a whole new personality when i was a little girl    about seven    i used to describe her to my friends as  good mom  and  bad mom  good mom was loved to laugh   and kindly corrected me if i did something wrong i was a very good girl   and anything i did wrong was completely unintentional bad mom was completely irrational if i accidentally did something wrong   something good mom would normally laugh about   bad mom would scream at me or hit me of course   she does n t hit me anymore   but the screaming has gotten worse only recently have i been standing up for myself   telling her that there  s no rational reason for her to be acting this way   that it  s unfair for her to take her stress out on me when i  ve done nothing wrong if i make a logical   valid argument      and do n t get me wrong   i m always polite about it      she either slams the door in my face and walks out   or uses the  i m so tortured card     i m so stressed   and you  re not   but you are adding to my stress in some indirect way   therefore i have every right to scream at you    and the worst part    she goes on for hours   sometimes even days   and the entire  argument  can usually be summed up into a single paragraph she just rewords and repeats until she  s left breathless and when she  s out of breath    she sulks   and snaps   and ignores me i feel like it makes her feel a little bit better if she can make everyone feel as miserable as she feels it does n t make any sense because i am very   very careful never to do anything wrong i always try to be polite   honest   modest   gentle   helpful   kind everything a daughter should be her argument for her actions are usually something along the lines of  i m stressed because you have n t cleaned the bathroom this week  she has never asked me to clean the bathroom in my life how should i know    so then i  ll offer a compromise of course   i  ll go and it now   how about i start doing it once a week from now on    but that  s never what she wants to hear she  ll reply with something like  it  s too late now   i  ve already done it i wanted it done yesterday then why did n t she tell me yesterday    because i should have thought to be helpful on my own accord   of course   and so the argument goes round in circles basically   how do i deal with the irrational   emotional side of this <type> without moving out    because i know moving out right now would break her heart   but i have to do something i do not get depressed or upset easily   but my mother leaves me awake crying at night and that  s something not many <type>s can admit to she is the only person to make me cry in the past    years    besides a breakup with a boyfriend   years ago      and somehow she constantly manages to depress me i need to find a way to deal with her   or i  ll have to leave can anyone help    
istj, i m putting this in the <type>   <type>   and <type> forums to see what types of advice i can get i appreciate anything you have to say       ok   help me please   i am an <type> and my dad is ixtj    unsure between s or n still   he says he tests either way    i am about ready to have a breakdown over the relationship between my father and i it seems like we can rarely spend more than an hour or two alone before we are bickering about something   and sometimes he just throws these awful tantrums if i do n t do something his way now   everybody knows the biggest issue between our two types is      housework and      control my dad loves control he  s been divorced twice    my parents divorced when i was       he has me terrified to actually move out because he says if i do n t follow his schedule i will end up homeless and working at burger king the rest of my life i am almost a senior in college    live at home   attend school online    and i do n t feel like i m ready to face the world at all all i hear about is how i do things wrong luckily i  ve been in therapy for the last two years so i m working on these issues alone   but his constant yelling just still brings me down he is even controlling my therapy   luckily i m about done with my program   but he said after this year no more if i get sick and go to the doctor   all he talks about is how much money i m costing him he pays for all my expenses   which i am truly grateful for    really i am        but i just feel like there  s an emotionally draining price to pay the housework issue is just god awful i  ve gotten better about keeping most of the house clean   but with my bedroom bathroom i really do n t care it is nothing against him whatsoever   but for me to clean is just not my nature i do n t think about putting something away after i  ve used it i toss my clothes on the floor my junk litters the bathroom counter keep in mind   we do not share a bathroom so   unpredictable him says nothing half the time   and the other half he has these temper tantrums he screams at me and orders to listen to his barking he says if i do n t clean or do xyz   he  ll throw away my stuff if i go into my room and lock my door   he screams loud and threatens me he thinks everything i do    or do n t do    is to piss him off he thinks i do n t clean my room to purposely piss him off i just do n t think about it   i also feels like he values his  stuff  more than me if i break something or something gets messed up in the house and i ca n t provide a logical explanation of how it exactly happened   i get yelled at for example   the sprayer on the sink got stuck one morning while i was making coffee while trying to unstick it   it popped off no big deal i immediately called him and let him know so he would n t come home to a broken sink he says it  s fine that night   he gets on my case about how it  really  broke he said he was sick of my friends messing around with his shit and breaking everything um   i was the one who caused it to pop off i am not aware of doing anything unusual to the sprayer or this one is even better    more hilarious   sad   whatever you choose    so my boyfriend comes over one morning and we were planning on cooking a huge breakfast so he helps me make the omelets and we have a good time we did n t break my dad  s stuff   we cleaned it   put it away when we were done that night dad starts yelling at me about how my boyfriend  scratched  his pan    it was a tiny little scratch    well   it happens   plus it  s an item you cook with you expect it not to get scratched    is it me   or does it seem unrealistic    then he yells about how we did n t clean the kitchen enough nothing is ever good enough for him   and his stuff means more to him than me i suppose another issue is finances i  ve been struggling ever since a manic episode caused by a medication last summer   when i blew my savings account now he lent me the money to pay for the debt   and i paid him back in full but i was still having trouble saving my money i finally just saved enough money to pay off all my own department store credit cards    it was quite a bit    and i just tossed them in the trash    last week   actually      so now my savings is scant he asks today   i tell him   and he freaks out he  s saying i ca n t control my money and now wants to control my account i am      i do n t want him touching my own money because i m going to be out of the house soon enough he says if i do n t show him my account   i have to move out by the end of december that  s another thing    lol   long rant   ca n t you tell we just had a fight       he  s always threatening to kick me out if i do n t pick the clothes off my floor   move out   if i do n t put the dishes away immediately   get the out   he  s said that a million times in the last few years   and obviously i m still home go figure his control is just maddening i can totally understand why mom divorced him his girlfriend is pleasant but similar in behavior    to her own son   actually    i want nothing to do with them for the most part he spends most of the time    including nights    at his girlfriend  s so i really do n t have to deal with this anymore but on the inside   i still feel like i m    i know i am plenty capable of getting my ass out of the house   yet it seems like he has this mental leash on me what can i do to make him less jerk like without completely complying to his every demand    i have made a lot of changes in the last year a year ago   i was drinking heavily   having sex too willingly   partying basically   extremely reckless i  ve cleaned up entirely now i have not had a drop of alcohol in over six months   i am getting mostly a  s in my bachelor  s program        gpa      i attend church on a regular basis and am active in the congregation   i m working on becoming a leader in a christian recovery program   i write a blog   i have a great part time job   i take voice lessons in return for babysitting   i have not had sex in a long time   etc i do not think i am still acting like a child my frustration might seem childish    it probably is      but i have made a lot of progress without my dad  s help his behavior is still the same is it hopeless to think our relationship with ever be ok    i love him to death and he shows his love by showering me with extreme generosity but i just feel like things are destroyed and i ca n t salvage a good relationship with him what can i do that  s reasonable    for both him and me    that helps our bond grow    btw   i live with him at home   and it  s just the two of us 
entp,hello there <type>s     <type> here   ouo just dropping by to say hi   i hear you guys are awesome   enthusiastic and hmm very intellectual people i wonder if anyone out here would like to be friends with me hehe looks around tongue anyway   nice to meet you      
intp,after searching a lot for my type i finally can rest comfortably   knowing i m an <type> i had various doubts and was very skeptical but i managed to slowly understand why i m <type> and why some parts of the description did n t match after this   i have one last challenge for myself being able to describe my own personality let  s do it first of all   let  s clarify something first mbti ca n t describe a person  s behavior   tastes   dreams or interests entirely with perfect accuracy two persons of the same type can be completely different but there are always some common behaviors that some types of people can share   which can be described and analyzed by their cognitive processes it does not mean that a person of type x will act the same way in every situation y this means there can be some exceptions for everything that i may write here <type>s are defined by their   principal functions ti   ne   si   and fe let  s see a summary of each one ti stands for introverted thinking   but i prefer to call it subjective reasoning i like to call it that way because basically it is exactly what ti does ti is a judging function which means it will judge every information that <type>s may collect as their first function   it means that it works in hardcore style   so an <type> will only really absorb data that is accepted by ti ti is logical but it does not mean you are a supercomputer like some descriptions may make you feel like it just means that you like to pick information   deconstruct it   analyze each part of it and    if needed    deduce the bigger picture of it or a solution to a problem ti also likes categorizing things and all this comes so naturally for <type>s that they do n t even realize they are doing it also because it  s subjective   people wo n t see you doing it ne is extraverted intuition i did n t have a special name for it   but with some help   i do now objective possibilities ne is the primary way the world sees you   this is usually what is being shown to people    because it  s extraverted    ne is the primary way that you gather information ne is like that kid with hyperactivity who just ca n t sit and stay quiet for   minutes but just inside their mind because people may sometimes question if <type>s are really alive it just wants to explore the world and everything but unlike se   it wants to explore ideas and concepts in an abstract way   rather than using the   senses in the <type>  s case   it means that ne serves ti feeding it with new information to judge for the <type> it  s normal to be able to connect various ideas easily and think outside the box   being able to see outside the box and predict outcomes to his and other  s actions and learning by others  experiences si means introverted sensing think in a hard drive   that is how si works most for <type> an hd every data collected by ne and judged by ti will be stored with si because ne is focused on ideas it may be kinda negligent with the physical world si help to remember the mistakes from the past so <type>s can act right when they encounter the same problem in the next opportunity not only that   it helps you to interpret the data you experienced with your body and store it but it wo n t be super detailed because it  s underdeveloped also   <type>s are prone to neglecting physical necessities like eating or sleeping fe is the last one   extraverted feeling which i would call objective ethics fe is focused on aiding people   is the part of <type>s that prevent them to be robots but because it  s the last one   it  s even more underdeveloped   which means they want to help people but do n t have any idea on how to give emotional support if you talk with some <type> about your problem   they will probably give a logical solution to it okay   let  s now talk about how this works in real life socializing <type>s tend to live in their own heads it  s common for them to be completely oblivious to their surrounds my point here is that they are so used in being absorbed in their thoughts that socializing is n t always a priority but this does not mean that <type>s do n t like people or hanging out sometimes when they are socializing   people   as i said   will usually perceive their auxiliary ne this means they will be that quiet person observing everyone talk   with calm curiosity will make some well timed jokes and then get back observing then they will be completely distracted by some random thought triggered by a topic that will lead to another and another and another topic inside their head after several minutes they will try to catch up on the actual topic or discuss what they were thinking   only to get his friends confused about how he could get so far away from the first conversation but behind that is his ti   holding him back and analyzing everything   every time that  s why ne wo n t be so intense as it would be in a ne dom   they will be much more concerned in being accurate in everything they do or talk than being creative and active while that happens si will help the <type> to remember what not to do or talk   based on past experiences   will also help them remember about that interesting article they read in wikipedia that no one cares about and fe will be helping them care or try to care for others   some <type>s may be that kind of person that laughs about a joke that someone made and no one in the group was hearing because they were so focused on talking at the same time an <type> with minimal fe can be that type of person who wants to be kind and nice to everyone   not knowing how to show boundaries to others or being rude when trying to <type>  s biggest weakness is its lack of emotional intelligence just like anyone <type>s experience deep and intense emotions but do n t know how o deal with it they usually ignore   suppress or try to analyze it with ti this leads to being bad at coping with stressful situations   so bad that they do n t even realize sometimes that they are stressed until it  s too late when <type>s reach their limits they can become overly emotional and express an exaggerated response to conflict or isolate themselves into their mind   which can lead to being over analytical and repetitive   thinking about the same problems in an endless loop decision making their approach to making a decision is basically problem solving but ti is a very exigent function and wo n t just accept any solution it needs to be above all accurate   not just efficient or ethical so <type>s can take a lot of time to actually make a decision   depending on the complexity of the problem their main approach is to gather some time alone to think they will try to use ti and si to solve   considering fe when needed    but not much    if this is not sufficient they may ask for help   but not to solve the problem   they wo n t easily accept other  s solutions because <type>s only accept their own reasoning    unless the solution makes sense for them    they will usually ask somebody for more information or try to explain their thought process to get an opinion   which is ne in action people may think that they want external validation   sometimes it  s true   but usually   they are just testing their ideas and thoughts probably anything that the person try to say   the <type> will already know but it  s useful for the <type> to do that so they can test the possibilities before deciding something their decision process is so careful that after taking a decision   they become very stubborn and wo n t accept counter arguments easily because they probably tested all those counters before alone but if needed to make a fast decision in a problem they never dealt with   they wo n t know how to act properly   which can appear as they are some kind of dumb weirdos and making <type>s stressed and sometimes disappointed with themselves probably a well developed ne can help <type>s to deal with this kind of situation romance <type>s can be kinda hard to deal with in a relationship   depending on which type the partner is because they will usually require time alone to think and focus on doing their stuff also   <type>s can be disorganized as hell they are usually oblivious to how messy they are and even when they notice   <type>s do n t really care but because they care for their partner and try to always understand others   they may usually work on this they value creative and intellectual partners and will probably be exigent in that aspect they are also very laid back and value freedom from both sides career i  ve only seen two types of <type>s until now the ones who take a career very seriously and the ones who do n t give a f ck <type>s will often prefer careers that avoid the need to make a physical effort the stereotype says that they tend to prefer science and technology   but they can be anything that catches their interest    just like any type    the problem is that they get bored easily when they feel there is a lack of challenge in their field there is also <type>s who prefer to work on jobs that do n t need much effort and time investment   so they can focus on their personal pursuits in their free time that  s it guys   hope you liked i tried to make a more human   realistic type of description   instead of the super genius with no emotions stereotype i took into consideration my own experiences and others i  ve seen on the internet i m an <type>  w    so i m not sure if it will work with other enneagrams 
intj,drop your favorite character in a movie   anime   or tv series that has an <type> personality type mine is wednesday addams 
estp,i get the feeling it  s an se   thrill seeking thing just wanted your opinions
esfp,just need some perspective my coworker at my new job is an <type>      f    and she happened to train me      f    on my first day we actually had a lot in common and she was so helpful and i could tell she genuinely wanted to make me comfortable me being overly sensitive shy   i anticipated my first day being stressful and she always assures me to not overthink things she s been there for every mistake i made   and tries to make me feel better after each time i thought she was cute   the second i saw her but didn t think she liked girls so i wasn t pursuing the same day   i heard her checking out and complimenting someone s girlfriend   freely still i fell back because i was the new girl and didn t wanna seem distracted or overbearing she was surprised i was    and told me that i carried myself well so i wanted to keep that calm demeanor i knew i had a crush but wanted to tone it down because i felt a pressure at work and would make many mistakes and just feel anxious and overthink the entire time she knows i m shy and sometimes i felt hurt whenever she doesn t initiate convos and talks to others i don t initiate and i feel jealous when others spend a long time with her because she is so social also sometimes she purposely ignores me      i ve seen her do this to others    i think she does this when stressed or feels controlled i want to see this <type> as a friend bc she is the closest co worker i have   and the most understanding of my personality my feelings get hurt often and don t want it to hurt my friendship bc i need friends at work lol and she s great i do think she s attracted to me because ever since training she became touchy feely    she regularly would play with my hair   place her hand on my back or try to touch hands or arms    this basically happens every shift we are together   i am very aware of body language and notice she always tries to get closer to me i don t initiate physical touch but she always comes to the host stand leans over on her phone   and will stay there touching my arm    she ll stop if i don t reciprocate    l also i catch her staring at me sometimes bc i am always in a daze looking at nothing but can feel when someone is looking at me she s called me every pet name i think she s most positive towards me she also shows me she cares she reiterates my bday or facts about me    if relevant to convo    she splits easy tasks with me so i won t be bored and can hang out w her she over communicates   directly and honestly asking me why i don t talk   initiate convos or socialize with others she says we re different and that s ok times i have been off putting to her    trying to protect my feelings    she still tries to talk and then i feel bad i ve grown attached bc she s made an strong effort to get to know and befriend me now i can t get over the flirtatiousness for a fact   she knows i like her i ve acted too clumsy too nervous far too many times anyone with a brain could tell but she played on it or teased me   instead or being annoyed or awkward it was always entertaining to her i love that she cares about me but i hate that she is not     aware of my feelings while flirting with me it s like she s there one second and then she s gone i think she enjoys the attention while enjoying the friendship because it s not like i m starting the flirtation shes verbatim told me i am trying to get a reaction out of you    referring to playing w my hair    thought on my conclusion    like i said   i really think she s a good person but cannot stand the thought of my feelings as her entertainment whether she likes me or not i don t fully blame her   she probably thinks i don t take the feelings i try to hide seriously and that i enjoy the flirting as much as her honestly it s a painfully redundant cycle
intj,i feel stupid   ugly   or at the very least mediocre there are times when i skip class simply because i m not feeling attractive i m in deep pain i ca n t bear to accept the idea that i m not someone remarkable or exceptional the idea that i may never be relevant in the grand scheme of things it  s been putting me off doing a lot of things   from working on my songs to attending college classes my self esteem is devastated   nothing seems good enough for me i also no longer see the point in participating in college classes to have a mediocre job with a mediocre life i really want to grow in the musical and artistic field be someone inspiring and eccentric and disclose all my artistic potential of course   i m not going to stop doing these things completely   as i still believe in the possibility that i can create something beautiful and inspiring i will continue with all my remaining strength to aim at intellectual and artistic development but the fact that i am already    years old and still have n t done anything that relevant leaves me in a state of deep melancholy   since when i do   it will only be considered a   good job for my age     not   a work of a young prodigy with great potential   how can i get around this inconceivable desire to want to be something so phenomenal that is making me give up on life    does anyone have a point of view that might comfort me    am i just in some kind of addiction or mindless pursuit of admiration    or in terms of typology am i repressing my se or something    a ni fi loop perhaps    
istj,i  ve read thru many of your threads   including the stickies   and have learned a lot but one thing i ca n t understand is   if an <type> man is clearly into you   why is he so passive as far as pursuit goes    my <type> lives     hours away and owns a few successful businesses   therefore   he is very busy however   when i ask to see him   he will drive out to my place or vice versa   no problem he consistently initiates texts with me on a daily basis   has told me he sees a future with me   i check all his boxes   and he wants to build a home family with me but he never asks to see me or plans a date it  s like there  s no urgency on his part it drives me crazy and absolutely baffles me as an <type>   i usually end up with aggressive and passionate men who go from      right away and pursue me with gusto so this whole slower than a snail with a broken leg thing is really hard for me to understand conversation with him is easy   but i am leery as to how to approach this with him i know i need to be direct   but i also have read that patience is the key so my question is do <type> men prefer to be pursued by the women they  re interested in    and if so   what  s the best way to do this without overwhelming or pressuring him    if he  s not actively asking me out   should i assume he  s not interested    very confusing if you could shed some light i would greatly appreciated fwiw   we  re in our   s and have been dating   months with a break in between due to communication issues   which we are resolving very well now we are exclusive but not committed    he says relationships take time to develop commitment is a huge step    
infj,i figured somebody might possibly like a thread where they will be able to post the random things on their mind   whether it  s an idea   a simple thought   complex thoughts   problems anything they wish to share without criticism or judgement let  s face it   writing down our thoughts   feelings   wisdom   etc   is n t the best thing to do because   although often personal   it disallows the communication with other humans we so desire    plus this saves the trees that we should be using to cut down on carbon dioxide   yet we instead cut them down    i  ll go first why the hell is coming up with a random thought so difficult when you feel as though you  re in the spotlight   yet you do it all the time when you do n t feel pressured    also   hard nipples 
esfp,hi <type>s   so i have this close guy friend who is an <type> tbh   i put him on decent attractiveness level   he has a steady career in it    not crazy money but not broke either      he  s friendly   personable   basically i m just getting all the superficial stuff out of the way to make him not seem like a repulsive bum in any way that a girl would n t consider him he has this one ex   let  s call her c    which we will get to later    who he dated maybe   years ago and ca n t stop romanticizing her however   in the course of that breakup up until now he has tried to date maybe   girls who he became absolutely infatuated with very early into getting to know them and they all refused to commit to him because he seemed too much for them he would become extremely clingy   needy   and put these girls on a pedestal before they could even determine their true feelings towards him basically   doing boyfriend things without actually being their boyfriend i told him to stop doing this until the girl earns your love   but he just ca n t seem to help himself once he feels an attraction towards her i do n t want to be sexist here   but i can see this behavior being more tolerable i guess as a female trait but it kind of is frowned upon coming from a guy he would then be left absolutely demoralized and feel used for all the love and attention he gave them only to not receive it back i personally see this as illogical since on the girl  s end   she did n t even say she was ready for all this attention when they were merely just trying to get to know him during this time fast forward to present time   he  s now pretty cynical when it comes to love he refuses to get close to women he wo n t even go with the flow and sleep around have fun because he  s afraid of repeating his mistakes he just pictures himself choosing the wrong girl   getting hurt again   and does n t even bother pursuing anybody it  s been like this for almost a year now going back go his ex   c he will occasionally think about her or have dreams about her and have it ruin his mood all day because of it it seems like he views her as the girl who got away and ca n t seem to move past it even though that can no longer be rekindled it seems like he keeps comparing himself to what he used to have and who he used to be with her and compare it to how he does n t have that right now and then beats himself over it for all the <type> guys on here or even girls who have had this issue   is this relatable to you    also   how have you dealt with trying to tone down your emotions and know when to give to someone your time love vs knowing when it  s the wrong time <type>s are super sweet do n t get me wrong they make absolutely amazing supportive friends who are always down to have a good time   however i can see how their se fi   when not curbed correctly   can be put into absolute override and become overwhelming to the person on the receiving end please i really want to offer some advice to him to get over this hump but as an <type>   i feel like the solutions and advice i give him might just be a little too logical for him to relate to if you guys can give me some sort of insight that will resonate with him or a comparable story and how you personally got through it   it would be incredibly helpful thanks   
infj,they say a picture is worth a thousand words and words are quite valuable   if you pick the right ones so   anyway   sometimes i glance through pictures of nature   picture of animals   pictures i drew   and pick out one that most reflects my current mood it  s a fun little activity that lets you show    not just tell    someone how you are feeling plus   it lets you get a little creative while looking at pretty pictures of things i figured since we have a thread about posting music that describes your mood   it might be fun feel free to explain as much or as little as you want about your picture selection and of course   like a good <type>   if someone is having a bad day   feel free to cheer them up with happy pictures   or words i do n t own any of the pictures i post   unless otherwise stated alright   enough rambling this is a picture that best describes my current mood i think this one is fitting seemingly peaceful and beautiful on the surface   but deep in the cavern thing under the rock   it  s a bit dark i feel like there  s a lot of stress hanging over me    like the giant rock      and i m not quite sure why i mean   life looks good right now    except for a few minor hiccups      but instead of enjoying the scenery   i feel trapped under a rock b does that make sense    edit why is it so tiny    here is a link to a bigger size http   bp blogspot com  gne crpp kkwtcpm s    rock outcropping            jpg
infj,if we get enough votes   i was hoping to get this thread stickied so <type>s can use it as a medium to vent and have quick access to it   instead of making individual threads anyways   if you  re having a bad day or just want to yell to the four winds issues that have been frustrating you lately   this is the thread to do so of course   if you have specific issues that you would like our wise members of this board to help you out with   you  re welcome to make your own thread for it begin 
intp,from all the stereotypes   this is what bugs me the most that <type>s hate celebrating their birthdays and they never tell when their birthday is i am not talking on behalf of all <type> right now   but on behalf of myself now i am already    y o and birthday celebration i ca n t remember when was the last one and no   it  s not because i do n t want to   but rather because no one even remembers about birthday anymore yes   family included and i get angry when on   th october    my birthday   feel free to wish me a happy birthday on that day    nobody comes   nobody even calls when i was a kid   my birthday parties were thrown every year and they were fun   now   there are only memories sad that  s my story anyway do you have any stories of your own    feel free to share 
istj,  hate history   do n t understand the laws   do n t like to study and prepare long before   do n t overly plan everything by the hour             it  s really interesting how many such atypical representatives are here
isfj,there seemed to be some pushback when i posted a similar list by susan storm on the <type> forum no one should take this list verbatim if anything   there may be another list posted in another forum where you can compare and contrast the differences and similarities based on ms storm  s assessment   you crave a sense of continuity knowing what to expect in life is crucial to you as an <type> having a plan   routine   and structure for your day gives you a sense of peace and frees up your mind to focus on more exciting things you naturally create routines   pleasant rituals   and habits that make your life feel dependable and positive   you have an extraordinary sense of responsibility it s vital to you to follow through on what you ve said you will do your word isn t given lightly   and when you make a commitment it s held close to your heart you believe in loyalty   reliability   and selflessness and try to emulate this in your life   you experience the present through filters of your past almost instantaneously   you make comparisons between what s happening now and what happened in the past you tend to see patterns because of this   and readily notice when an action doesn t fit the pattern you ll quickly notice when someone s body language changes   when their tone of voice changes   or even when a room has been re decorated in a minor way this is because you are constantly making comparisons and noticing when there s an aberration in the overall pattern   you enjoy creating traditions and pleasing rituals whether you re re creating your grandmother s best chocolate chip cookie recipe or celebrating the winter s solstice by lighting a candle and listening to your favorite songs   traditions are close to your heart you naturally create pleasant rituals and enjoy revisiting them year after year to commemorate special moments in your life   you replay the past in vivid detail you have a vivid and rich internal memory and you enjoy recalling beautiful memories regularly re experiencing your favorite memories can get you into a state of flow and can remind you of the events that have made life worth living at the same time   you can also replay negative past experiences in vivid detail you might lie awake in bed at night replaying about something embarrassing you did in junior high or a relationship blunder you regret it s crucial for you to learn to forgive yourself for past mistakes so that you don t get wrapped up in a cycle of punishing yourself for them   you have nuanced inner body sensations you tend to notice inner body signals very quickly this can mean noticing symptoms of sickness earlier than other types or tasting nuances in flavors that others miss because you re so sensitive to inner body sensations   you prioritize getting enough sleep   eating at consistent times   and taking care of yourself physically   you thrive when you can do detail oriented projects alone whether you re knitting a sweater   carving   cooking   or weeding your garden   you enjoy being alone to really immerse yourself in the details of something when you can tune out all the noise of the outer world and really delve into a project in depth you experience a calming sense of satisfaction   you have favorite tv shows you ll never tire of re watching maybe you have a doctor who marathon every summer or a gilmore girls party every fall whatever it is   there s probably a book or television series that you watch annually because it puts you in a particular mood and helps you commemorate a tradition that brings you joy or makes you laugh   you have a strong sense of what you should or should not do you are guided by your values and regularly assess your actions to see if they re lining up with what your conscience is telling you a sense of should or should not guides you and influences the actions you take you put a lot of thought into your decisions to see if the consequences will be things you can be proud of    you love good vibes creating a relaxed   optimistic atmosphere is something that brings you a lot of joy you enjoy swapping jokes and interesting stories with your friends   making your house smell nice with candles or baked goods   or playing low key competitive games creating   or being in   an atmosphere that is laid back   harmonious   and pleasant is food for your soul    you innately know what people want you quickly pick up on the non verbalized needs and emotions of other people if you have friends over   you immediately notice if someone seems cold and might need a blanket or someone is looking around and probably wants to know where the bathroom is you also notice when one person seems to like another person or when somebody wants to give criticism but is trying to figure out the most tactful way to give it    it can be difficult for you to take care of yourself because you re so focused on others this is especially true of <type> parents and spouses because <type>s are so in tune with the emotional and physical needs of others they can feel compelled to fix things for everyone else instead of meeting their own needs they often feel guilty for taking time for themselves   especially if they know others are struggling or could use some help eventually   this tends to lead to burnout or co dependency   so it s crucial for <type>s to learn to set healthy boundaries and practice saying no    you are very protective of family you ll go the extra mile to protect your loved ones from harm especially those in your family or inner circle of friends you have a gift for creating stability   security   and dependability for the people you care about it s like you create a force field of protection and gentle care around the people you love    you thrive when you can create something high quality you d rather do something well than do it fast while you are extremely conscious of deadlines   it s more important for you to produce high quality results than to get something done ahead of schedule you get a sense of pleasure from perfecting every detail of a project or task and many people consider you to be meticulous    when you re stressed   you see negative possibilities everywhere during cases of extreme or chronic stress   you get lost in catastrophic thinking you imagine dozens of worst case scenarios and every negative possibility makes you think of another connected tragedy find out ways to manage stress here how each myers briggs personality type reacts to stress   and how to help    you dislike telling people what to do you d rather give people information than be overly directive with them for example   instead of saying   bob   would you set up a hotel reservation for august   th    you might say   bob   do you know a good hotel for our trip on august   th       you also dislike being told what to do while you might seem quiet and agreeable on the outside   inside you re a bit of a rebel you can handle some structure and rules   but you don t like dealing with authoritative   rank pulling individuals you appreciate people who give everyone a chance to have a voice in a decision you believe that the best decision comes from collaboration    you don t ask things of others you wouldn t do yourself you hate intruding on others time and space   so delegating can be hard for you you re unlikely to ask someone to do something you wouldn t do   and many times you try to just do things yourself rather than asking for help    you get quiet when you get upset you are famously patient and understanding   but there are limits when you ve been angered by someone repeatedly   you re likely to get quiet and retreat into mental analysis this is when you delve into your sensing and thinking functions you try to find the rational reasons for your anger and explore whether there are any logical inconsistencies you re not seeing you also try to look at the history of the situation to see if there are any negative patterns that are repeating themselves just be careful if you keep stifling your anger it s likely to come out in a surprisingly explosive way while it may be difficult to verbalize your anger   it s an important part of a healthy relationship    you have a good sense of humor you enjoy lighthearted banter   friendly teasing   and situational humor you also enjoy sharing memes or funny gifs online you tend to find something offbeat and funny in nearly any situation   but you don t always verbalize it you might just get a sparkle in your eye and a half smile on your face as a funny scenario or impression plays in your mind s eye you can even be gifted in turning a conflict situation into something funny and helping people to laugh about it    you crave tangible sensory experiences you enjoy taking your favorite objects in your hands and touching them   noticing every detail on your fingertips you savor the texture of warm   fuzzy socks and cherish the first sip of a hot cup of tea when you feel something   you try to notice every detail about it and experience it in all its intensity    you re wary of intrusive people while you re typically friendly   generous   and easy going   people who seem especially needy or physically overbearing make you put your guard up you like steady   loyal relationships where you have the freedom to disappear for a busy week or two    or month even    and re connect as if no time has ever gone by people who blow up your phone with texts or are always invading your personal space often make you feel uncomfortable and hesitant    you take great joy in simple pleasures you believe that life is made up of thousands of precious moments that other people fail to appreciate in their hurry from the glisten of dewdrops on a blade of grass to the taste of an icy cold popsicle on a hot summer day   you try to savor all the little details and moments that make life worth living    you struggle to see your own potential you tend to struggle when it comes to forecasting your abilities and potential you live from moment to moment and try to enjoy all that life has to offer   but you don t always know how to anticipate what s coming down the road years from now you may have incredible gifts and abilities that could be used in powerful ways   but it often takes a friend to help you realize the potential of your many strengths 
infj,this will be a simple and easy way to get things off your chest without losing your cool or sounding like a whiny little piece cheese the purpose of this thread is for you to write letters to people or things that will never get to read them sounds stupid    probably dry but at least you can say what needs to be said without being judged for the contents of your letter and have some anonymous person out there in the world actually give a damn wink also   i did n t want to limit this thread to only <type>s but i have a feeling we  ll need it the most crazy so be serious    or not    just have fun with it   darlings   i  ll start dear smoothie girl   i think you might have slipped a bit of alcohol into my strawberry banana smoothie and although i cannot stand the taste or smell of liquor   i thank ye kindly for it and will smile extra nicely at you the next time we meet sincerely   an <type>
isfp,i m curious as to whether anyone here has an <type> child   or for any <type>s reading this   have you an <type> parent    mother   especially    would you be kind enough to share your experiences    my mother is an <type> and i find that we are extremely different we do n t really get each other   and it really frustrates me at times everything that we think   enjoy   say   etc are profoundly different and i find that i have a difficult time enjoying her company unless we  re basing every conversation and action together on something plain   simple and everyday which is eventually too boring and one sided for me i do n t have the standard relationship with my mother that most people may have i was n t raised by her    no   my parents are n t divorced or living separately    and we have an odd acquaintance relationship which both of us feel the need to improve it  s while i m trying to build a relationship with her that all these differences and annoyances come out i realise that the cognitive functions for <type>s and <type>s are very different would that be a strong contributing factor to this    does anyone else have any similar experiences    it  s funny though   because one of my adored friends is an <type> as well i can see that we have very different values and thought processes though   so while i adore this friend of mine   i m not     comfortable around her but she  s better to be with than my mother   it seems another thing is she ca n t offer emotional support to people   i find   for she  s rather awkward about it 
istp,i was listening to a podcast with joyce meng interviewing a group of <type> types there was a part of the segment that alluded to <type> types neglecting family   friends   etc and not being conscious of it i do that in droves   but i also do it when i leave let  s say a job i may have former co workers attempting to stay in touch   but with anything once i am gone   i leave that aspect of my life behind and do n t give it too much thought i think this may be related to extraverted sensing where the cognitive function is in the present   not in the past or too far in the future thoughts    
istp,if you are an <type> then tell me what it means when it says you have a strong need for space in a relationship give examples are you ever called neglectful    <type> profile
